Time,Price,Volume
2018-03-01 22:55:07,175.94,"23,201,626"
2018-03-01 22:55:23,175.94,"23,201,626"
2018-03-01 22:55:36,175.94,"23,201,626"
2018-03-01 22:55:50,175.94,"23,201,626"
2018-03-01 22:56:02,175.94,"23,201,626"
2018-03-01 22:56:18,175.94,"23,201,626"
2018-03-01 22:56:31,175.94,"23,201,626"
2018-03-01 22:56:43,175.94,"23,201,626"
2018-03-01 22:56:57,175.94,"23,201,626"
2018-03-01 22:57:09,175.94,"23,201,626"
2018-03-01 22:57:22,175.94,"23,201,626"
