1,36.84
2,36.900002
3,36.669998
4,37.110001
5,36.66
6,37.25
7,37.73
8,36.880001
9,36.130001
10,36.630001
11,36.849998
12,36.459999
13,36.049999
14,36.939999
15,37.09
16,37.439999
17,37.029999
18,36.91
19,37.389999
20,37.279999
21,37.169998
22,36.970001
23,36.549999
24,37.060001
25,35.810001
26,36.25
27,36.650002
28,36.509998
29,36.84
30,37.52
31,37.32
32,37.470001
33,37.5
34,37.919998
35,37.099998
36,36.459999
37,36.240002
38,37.130001
39,37.470001
40,36.939999
41,36.650002
42,36.380001
43,36.849998
44,35.860001
45,36.400002
46,36.700001
47,36.549999
48,36.540001
49,36.509998
50,36.610001
