1,92.2
2,92.5
3,91.8
4,92
5,92
6,92.2
7,92.8
8,92.25
9,93.2
10,93.25
11,93.2
12,93.2
13,93.4
14,93.45
15,93.4
16,93.5
17,93.45
18,93.4
19,93.35
20,93.4
21,93.6
22,93.65
23,93.65
24,93.675
25,93.375
26,93.475
27,93.7
28,93.25
29,94.45
30,93.35
31,93.65
32,94
33,94.1
34,94.2
35,94.05
36,94.05
37,94
38,94.1
39,94.3
40,94.35
41,94
42,93.95
43,93.95
