Time,Price,Volume
2018-03-01 23:09:45,181.99,"17,286,309"
2018-03-01 23:09:57,181.99,"17,286,309"
2018-03-01 23:10:10,181.99,"17,286,309"
2018-03-01 23:10:22,181.99,"17,286,309"
2018-03-01 23:10:35,181.99,"17,286,309"
2018-03-01 23:10:48,181.99,"17,286,309"
2018-03-01 23:11:00,181.99,"17,286,309"
2018-03-01 23:11:12,181.99,"17,286,309"
2018-03-01 23:11:25,181.99,"17,286,309"
2018-03-01 23:11:37,181.99,"17,286,309"
2018-03-01 23:11:50,181.99,"17,286,309"
