date,5. volume,4. close,2. high,1. open,3. low
2018-04-26 14:20:00,2600.0,1044.0,1044.27,1044.0,1043.83
2018-04-26 14:21:00,3600.0,1044.25,1044.41,1044.19,1043.87
2018-04-26 14:22:00,300.0,1044.39,1044.39,1044.17,1044.16
2018-04-26 14:23:00,2945.0,1044.22,1044.6,1044.3994,1044.19
2018-04-26 14:24:00,850.0,1044.42,1044.4853,1044.33,1044.23
2018-04-26 14:25:00,3100.0,1044.21,1044.5,1044.31,1043.965
2018-04-26 14:26:00,3146.0,1043.87,1044.17,1043.98,1043.66
2018-04-26 14:27:00,1053.0,1043.39,1043.89,1043.89,1043.3752
2018-04-26 14:28:00,400.0,1043.22,1043.391,1043.391,1043.125
2018-04-26 14:29:00,2414.0,1043.6595,1044.04,1043.115,1043.01
2018-04-26 14:31:00,500.0,1044.29,1044.51,1044.32,1044.29
2018-04-26 14:32:00,400.0,1044.42,1044.4969,1044.27,1044.27
2018-04-26 14:33:00,400.0,1044.77,1044.77,1044.76,1044.76
2018-04-26 14:34:00,2000.0,1045.08,1045.4261,1044.7775,1044.7775
2018-04-26 14:35:00,800.0,1045.6799,1045.6799,1045.0466,1045.0466
2018-04-26 14:36:00,200.0,1045.46,1045.595,1045.595,1045.46
2018-04-26 14:37:00,500.0,1045.01,1045.4,1045.4,1045.01
2018-04-26 14:38:00,800.0,1044.62,1044.62,1044.215,1044.215
2018-04-26 14:39:00,1694.0,1045.17,1045.17,1044.7,1044.38
2018-04-26 14:40:00,1400.0,1045.33,1045.47,1044.97,1044.9
2018-04-26 14:41:00,3764.0,1045.64,1046.16,1045.62,1045.57
2018-04-26 14:42:00,1000.0,1045.97,1046.15,1045.7367,1045.7367
2018-04-26 14:43:00,5037.0,1047.47,1047.47,1046.49,1046.465
2018-04-26 14:44:00,4537.0,1046.965,1047.3995,1047.3995,1046.345
2018-04-26 14:45:00,4409.0,1047.54,1047.98,1046.745,1046.62
2018-04-26 14:46:00,1400.0,1047.3348,1047.3348,1047.18,1047.15
2018-04-26 14:47:00,2200.0,1047.45,1047.68,1047.5,1047.17
2018-04-26 14:48:00,1404.0,1047.545,1047.65,1047.2243,1047.2243
2018-04-26 14:49:00,1200.0,1047.365,1047.78,1047.58,1047.365
2018-04-26 14:50:00,1114.0,1046.8,1047.3002,1047.17,1046.66
2018-04-26 14:51:00,800.0,1046.351,1046.9372,1046.8,1046.351
2018-04-26 14:52:00,1400.0,1046.51,1046.605,1046.605,1046.28
2018-04-26 14:53:00,500.0,1045.96,1046.25,1046.25,1045.96
2018-04-26 14:54:00,400.0,1045.9,1045.9,1045.8,1045.8
2018-04-26 14:55:00,1800.0,1045.82,1046.03,1045.9,1045.6301
2018-04-26 14:56:00,300.0,1045.5,1045.56,1045.55,1045.5
2018-04-26 14:57:00,3446.0,1043.5,1045.33,1045.33,1043.5
2018-04-26 14:58:00,1900.0,1042.79,1043.67,1043.67,1042.79
2018-04-26 14:59:00,1892.0,1043.27,1043.27,1042.7716,1042.7
2018-04-26 15:00:00,1557.0,1043.63,1043.63,1043.2853,1043.2853
2018-04-26 15:01:00,2200.0,1043.9,1043.9,1043.64,1043.39
2018-04-26 15:02:00,100.0,1043.9975,1043.9975,1043.9975,1043.9975
2018-04-26 15:03:00,2120.0,1044.83,1045.17,1044.41,1044.15
2018-04-26 15:04:00,2100.0,1045.03,1045.61,1045.18,1044.661
2018-04-26 15:05:00,1260.0,1045.57,1045.76,1045.42,1045.42
2018-04-26 15:06:00,1975.0,1045.47,1045.735,1045.545,1045.47
2018-04-26 15:07:00,1200.0,1045.36,1045.71,1045.59,1045.36
2018-04-26 15:08:00,1600.0,1044.89,1044.95,1044.815,1044.68
2018-04-26 15:09:00,2500.0,1044.69,1044.96,1044.77,1044.0
2018-04-26 15:10:00,1330.0,1043.96,1044.4,1044.4,1043.72
2018-04-26 15:11:00,2300.0,1044.478,1044.68,1043.84,1043.84
2018-04-26 15:12:00,1600.0,1044.88,1045.0,1044.74,1044.74
2018-04-26 15:13:00,1517.0,1044.54,1045.14,1045.0,1044.54
2018-04-26 15:14:00,400.0,1044.61,1044.63,1044.6,1044.6
2018-04-26 15:15:00,499.0,1045.54,1045.54,1044.99,1044.99
2018-04-26 15:16:00,2601.0,1045.14,1045.61,1045.33,1045.14
2018-04-26 15:17:00,1262.0,1044.97,1045.2393,1045.2393,1044.97
2018-04-26 15:18:00,4198.0,1044.83,1045.48,1044.6,1044.6
2018-04-26 15:19:00,500.0,1044.63,1044.63,1044.49,1044.3
2018-04-26 15:20:00,300.0,1044.35,1044.38,1044.35,1044.35
2018-04-26 15:21:00,1467.0,1042.9,1043.7,1043.69,1042.82
2018-04-26 15:22:00,4633.0,1042.268,1042.9493,1042.9493,1042.2418
2018-04-26 15:23:00,1300.0,1043.25,1043.35,1042.29,1042.29
2018-04-26 15:24:00,1600.0,1042.99,1043.66,1043.28,1042.97
2018-04-26 15:25:00,900.0,1043.07,1043.1,1043.1,1042.77
2018-04-26 15:26:00,460.0,1042.87,1043.15,1043.15,1042.86
2018-04-26 15:27:00,1000.0,1042.87,1042.94,1042.93,1042.75
2018-04-26 15:28:00,1320.0,1042.79,1042.88,1042.6,1042.3116
2018-04-26 15:29:00,800.0,1041.81,1042.6728,1042.6728,1041.81
2018-04-26 15:30:00,2687.0,1041.64,1041.775,1041.5,1041.19
2018-04-26 15:31:00,1900.0,1041.48,1042.07,1041.82,1041.48
2018-04-26 15:32:00,1300.0,1041.26,1041.75,1041.4031,1041.02
2018-04-26 15:33:00,1513.0,1040.78,1041.34,1041.0,1040.73
2018-04-26 15:34:00,4925.0,1040.96,1041.23,1041.02,1040.655
2018-04-26 15:35:00,1550.0,1041.84,1041.91,1041.0,1041.0
2018-04-26 15:36:00,4400.0,1042.2,1042.41,1041.84,1041.84
2018-04-26 15:37:00,400.0,1042.2653,1042.2653,1042.19,1042.19
2018-04-26 15:38:00,1400.0,1042.37,1042.37,1042.19,1042.08
2018-04-26 15:39:00,1000.0,1041.19,1042.16,1042.16,1041.01
2018-04-26 15:40:00,1600.0,1041.5,1041.5,1041.04,1040.92
2018-04-26 15:41:00,4977.0,1040.08,1041.26,1041.26,1039.5
2018-04-26 15:42:00,3647.0,1039.77,1040.57,1040.57,1039.54
2018-04-26 15:43:00,3559.0,1039.66,1040.475,1039.77,1039.6
2018-04-26 15:44:00,2880.0,1040.36,1040.74,1039.56,1039.55
2018-04-26 15:45:00,4140.0,1040.0,1040.3799,1040.31,1039.9311
2018-04-26 15:46:00,3182.0,1039.67,1040.09,1039.85,1039.63
2018-04-26 15:47:00,1400.0,1039.59,1039.85,1039.84,1039.41
2018-04-26 15:48:00,3965.0,1039.56,1039.8,1039.5,1039.41
2018-04-26 15:49:00,2168.0,1039.4,1039.5,1039.4,1039.25
2018-04-26 15:50:00,6014.0,1039.58,1040.25,1039.38,1039.07
2018-04-26 15:51:00,3625.0,1038.545,1039.23,1039.23,1038.31
2018-04-26 15:52:00,6044.0,1037.79,1038.525,1038.35,1037.6
2018-04-26 15:53:00,5664.0,1038.53,1038.57,1037.725,1037.29
2018-04-26 15:54:00,3650.0,1039.54,1039.7533,1038.93,1038.93
2018-04-26 15:55:00,3549.0,1039.43,1039.99,1039.37,1039.15
2018-04-26 15:56:00,5150.0,1040.2716,1040.3075,1039.39,1039.32
2018-04-26 15:57:00,6058.0,1040.6567,1040.6567,1040.09,1039.93
2018-04-26 15:58:00,5080.0,1039.885,1040.81,1040.48,1039.85
2018-04-26 15:59:00,5658.0,1039.4,1039.75,1039.75,1038.88
2018-04-26 16:00:00,229298.0,1040.04,1040.43,1039.45,1039.45
