date,5. volume,4. close,2. high,1. open,3. low
2018-04-26 14:21:00,132885.0,175.265,175.35,175.31,175.13
2018-04-26 14:22:00,47344.0,175.3,175.32,175.23,175.18
2018-04-26 14:23:00,45142.0,175.28,175.32,175.3,175.23
2018-04-26 14:24:00,147400.0,175.38,175.43,175.313,175.28
2018-04-26 14:25:00,50415.0,175.26,175.48,175.4,175.26
2018-04-26 14:26:00,182738.0,175.1299,175.2699,175.257,174.92
2018-04-26 14:27:00,39402.0,175.16,175.24,175.14,175.1228
2018-04-26 14:28:00,43294.0,175.23,175.3,175.16,175.16
2018-04-26 14:29:00,43228.0,175.4499,175.5,175.24,175.24
2018-04-26 14:30:00,71311.0,175.61,175.66,175.44,175.4
2018-04-26 14:31:00,58455.0,175.6377,175.7457,175.64,175.54
2018-04-26 14:32:00,36077.0,175.5499,175.6499,175.6251,175.53
2018-04-26 14:33:00,48763.0,175.745,175.75,175.53,175.53
2018-04-26 14:34:00,88043.0,175.7536,175.7899,175.745,175.68
2018-04-26 14:35:00,45973.0,175.64,175.75,175.75,175.59
2018-04-26 14:36:00,48309.0,175.4575,175.64,175.61,175.4575
2018-04-26 14:37:00,68645.0,175.32,175.5,175.47,175.32
2018-04-26 14:38:00,68687.0,175.316,175.42,175.33,175.2
2018-04-26 14:39:00,35518.0,175.44,175.45,175.3,175.25
2018-04-26 14:40:00,59308.0,175.3,175.4836,175.4499,175.3
2018-04-26 14:41:00,44877.0,175.29,175.41,175.3177,175.26
2018-04-26 14:42:00,35914.0,175.42,175.42,175.27,175.27
2018-04-26 14:43:00,55348.0,175.435,175.48,175.44,175.34
2018-04-26 14:44:00,46353.0,175.33,175.45,175.44,175.21
2018-04-26 14:45:00,41460.0,175.33,175.36,175.33,175.23
2018-04-26 14:46:00,100351.0,175.37,175.63,175.34,175.0
2018-04-26 14:47:00,35276.0,175.34,175.4,175.3788,175.28
2018-04-26 14:48:00,77077.0,175.23,175.36,175.35,175.2
2018-04-26 14:49:00,38294.0,175.28,175.3,175.21,175.2
2018-04-26 14:50:00,36560.0,175.2501,175.29,175.29,175.15
2018-04-26 14:51:00,65033.0,175.207,175.29,175.26,175.15
2018-04-26 14:52:00,32700.0,175.18,175.28,175.19,175.14
2018-04-26 14:53:00,55085.0,175.24,175.24,175.17,175.09
2018-04-26 14:54:00,63241.0,175.22,175.28,175.24,175.1501
2018-04-26 14:55:00,99534.0,175.31,175.37,175.22,175.17
2018-04-26 14:56:00,87806.0,175.45,175.48,175.31,175.295
2018-04-26 14:57:00,51174.0,175.1887,175.45,175.45,175.14
2018-04-26 14:58:00,39712.0,175.29,175.31,175.19,175.18
2018-04-26 14:59:00,55885.0,175.35,175.4,175.28,175.2
2018-04-26 15:00:00,37040.0,175.33,175.37,175.3415,175.31
2018-04-26 15:01:00,67520.0,175.29,175.34,175.3248,175.18
2018-04-26 15:02:00,38075.0,175.25,175.3,175.26,175.19
2018-04-26 15:03:00,65524.0,175.2985,175.31,175.245,175.235
2018-04-26 15:04:00,47976.0,175.1903,175.31,175.3,175.1903
2018-04-26 15:05:00,46577.0,175.29,175.3,175.2024,175.2024
2018-04-26 15:06:00,64468.0,175.22,175.31,175.29,175.19
2018-04-26 15:07:00,127206.0,175.3,175.31,175.22,175.07
2018-04-26 15:08:00,149253.0,175.435,175.56,175.305,175.24
2018-04-26 15:09:00,53655.0,175.39,175.52,175.43,175.34
2018-04-26 15:10:00,82638.0,175.32,175.45,175.41,175.3
2018-04-26 15:11:00,66545.0,175.46,175.5591,175.32,175.32
2018-04-26 15:12:00,67554.0,175.502,175.55,175.445,175.4
2018-04-26 15:13:00,41440.0,175.325,175.54,175.519,175.31
2018-04-26 15:14:00,56681.0,175.6,175.6,175.325,175.325
2018-04-26 15:15:00,92419.0,175.705,175.75,175.585,175.57
2018-04-26 15:16:00,102438.0,175.85,175.85,175.71,175.7
2018-04-26 15:17:00,84459.0,175.7298,175.89,175.84,175.715
2018-04-26 15:18:00,63084.0,175.87,175.89,175.72,175.72
2018-04-26 15:19:00,75807.0,175.78,175.89,175.875,175.74
2018-04-26 15:20:00,41086.0,175.72,175.8,175.78,175.68
2018-04-26 15:21:00,66473.0,175.62,175.73,175.72,175.62
2018-04-26 15:22:00,64964.0,175.62,175.65,175.62,175.54
2018-04-26 15:23:00,69779.0,175.84,175.87,175.601,175.601
2018-04-26 15:24:00,88614.0,175.7699,175.84,175.84,175.65
2018-04-26 15:25:00,102824.0,175.81,175.919,175.76,175.7
2018-04-26 15:26:00,69765.0,175.8,175.86,175.8128,175.748
2018-04-26 15:27:00,62830.0,175.78,175.87,175.8,175.76
2018-04-26 15:28:00,85479.0,175.89,175.91,175.78,175.73
2018-04-26 15:29:00,94947.0,175.8,175.92,175.8803,175.74
2018-04-26 15:30:00,161150.0,175.42,175.8,175.8,175.3
2018-04-26 15:31:00,183086.0,175.3764,175.66,175.43,175.31
2018-04-26 15:32:00,126693.0,175.485,175.7108,175.38,175.32
2018-04-26 15:33:00,110049.0,175.28,175.51,175.48,175.22
2018-04-26 15:34:00,114027.0,175.23,175.41,175.28,175.17
2018-04-26 15:35:00,98075.0,175.41,175.42,175.245,175.23
2018-04-26 15:36:00,71701.0,175.42,175.46,175.4,175.26
2018-04-26 15:37:00,146577.0,175.58,175.6,175.41,175.4
2018-04-26 15:38:00,69536.0,175.5383,175.58,175.57,175.46
2018-04-26 15:39:00,69181.0,175.3,175.54,175.5395,175.28
2018-04-26 15:40:00,86975.0,175.31,175.32,175.3,175.2
2018-04-26 15:41:00,134858.0,175.22,175.31,175.31,175.05
2018-04-26 15:42:00,82833.0,175.22,175.34,175.22,175.185
2018-04-26 15:43:00,70761.0,175.13,175.34,175.22,175.13
2018-04-26 15:44:00,115357.0,175.2901,175.3,175.145,175.08
2018-04-26 15:45:00,57821.0,175.23,175.31,175.295,175.22
2018-04-26 15:46:00,145256.0,174.8535,175.23,175.22,174.85
2018-04-26 15:47:00,131421.0,174.9201,174.97,174.86,174.8
2018-04-26 15:48:00,88735.0,174.99,175.01,174.91,174.85
2018-04-26 15:49:00,160877.0,174.68,174.985,174.985,174.65
2018-04-26 15:50:00,180196.0,174.342,174.8,174.65,174.17
2018-04-26 15:51:00,335680.0,174.1,174.41,174.38,174.01
2018-04-26 15:52:00,259591.0,174.0876,174.13,174.09,173.97
2018-04-26 15:53:00,225572.0,174.0,174.1,174.08,173.87
2018-04-26 15:54:00,157218.0,174.08,174.16,174.0,173.9901
2018-04-26 15:55:00,161509.0,174.0901,174.11,174.095,173.99
2018-04-26 15:56:00,248342.0,174.42,174.49,174.1,174.07
2018-04-26 15:57:00,229342.0,174.49,174.6,174.41,174.37
2018-04-26 15:58:00,187353.0,174.36,174.49,174.48,174.36
2018-04-26 15:59:00,192614.0,174.36,174.439,174.365,174.31
2018-04-26 16:00:00,1990205.0,174.16,174.54,174.35,174.07
