Time,Price,Volume
2018-03-01 23:34:32,93.64,"2,685,916"
2018-03-01 23:34:45,93.64,"2,685,916"
2018-03-01 23:34:57,93.64,"2,685,916"
2018-03-01 23:35:09,93.64,"2,685,916"
2018-03-01 23:35:23,93.64,"2,685,916"
2018-03-01 23:35:36,93.64,"2,685,916"
2018-03-01 23:35:48,93.64,"2,685,916"
2018-03-01 23:36:01,93.64,"2,685,916"
2018-03-01 23:36:15,93.64,"2,685,916"
2018-03-01 23:36:27,93.64,"2,685,916"
2018-03-01 23:36:40,93.64,"2,685,916"
